641, 395
645, 407
647, 413
648, 423
648, 429
647, 437
642, 447
638, 453
633, 459
628, 465
619, 469
607, 471
602, 472
586, 472
565, 469
549, 465
524, 455
518, 452
505, 445
499, 441
493, 436
492, 435
490, 428
490, 425
490, 420
492, 414
494, 411
501, 403
512, 399
520, 399
530, 399
560, 399
576, 399
607, 402
614, 403
638, 406
642, 406
653, 407
656, 408
660, 408
661, 408
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
661, 409
665, 404
670, 397
684, 376
698, 352
730, 294
736, 282
743, 268
748, 258
753, 245
754, 242
754, 237
754, 235
752, 232
751, 231
750, 230
747, 227
743, 223
741, 221
735, 215
730, 211
723, 205
703, 191
691, 184
664, 169
651, 163
624, 154
609, 150
591, 148
571, 146
551, 146
546, 146
527, 145
520, 144
510, 144
505, 144
490, 144
484, 144
461, 144
448, 144
415, 144
398, 144
362, 144
330, 144
319, 145
284, 150
278, 151
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 154
262, 156
261, 161
257, 172
255, 180
251, 192
249, 200
246, 223
246, 233
246, 261
246, 277
249, 302
250, 316
252, 340
253, 359
253, 383
253, 396
252, 413
251, 416
245, 442
242, 449
235, 463
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 470
231, 471
231, 474
231, 482
232, 485
233, 488
235, 494
236, 497
239, 502
242, 504
246, 505
249, 506
256, 506
260, 506
267, 506
271, 506
275, 505
277, 505
279, 504
279, 504
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
280, 503
281, 502
284, 501
285, 500
288, 499
290, 497
295, 495
298, 494
307, 490
311, 488
321, 484
330, 480
340, 475
346, 472
358, 464
363, 461
373, 454
378, 450
388, 442
393, 438
402, 430
406, 425
410, 420
424, 407
438, 395
443, 391
458, 379
466, 373
473, 368
485, 358
490, 355
494, 352
497, 350
500, 347
501, 347
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
503, 346
